Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,63.928531646728516,62.65351867675781,63.51341247558594,62.92038345336914,1296000.0,37.60847091674805
2000-01-04,62.38665771484375,61.200599670410156,61.67502212524414,61.200599670410156,2073600.0,36.58052062988281
2000-01-05,63.18724822998047,61.05234146118164,61.289554595947266,63.18724822998047,3653200.0,37.767967224121094
2000-01-06,67.13088989257812,62.861080169677734,63.09829330444336,64.9663314819336,4885500.0,38.831363677978516
2000-01-07,66.86402893066406,65.47040557861328,65.94483184814453,66.41925811767578,3469200.0,39.699790954589844
2000-01-10,66.38960266113281,64.64016723632812,66.06343841552734,64.72911834716797,1707300.0,38.689571380615234
2000-01-11,64.49191284179688,63.780277252197266,63.80992889404297,64.1064453125,1343200.0,38.31740188598633
2000-01-12,65.7076187133789,63.80992889404297,64.1064453125,65.35179901123047,3209100.0,39.0617561340332
2000-01-13,66.09308624267578,64.75877380371094,64.75877380371094,65.47040557861328,2186600.0,39.132652282714844
2000-01-14,66.38960266113281,65.025634765625,65.47040557861328,65.94483184814453,2217800.0,39.41621780395508
2000-01-18,65.5890121459961,61.64537048339844,65.47040557861328,61.823280334472656,2656000.0,36.95272445678711
2000-01-19,63.18724822998047,60.84477996826172,62.26805114746094,61.289554595947266,2812000.0,36.63368225097656
2000-01-20,61.40816116333008,58.354061126708984,61.40816116333008,59.68096160888672,2608800.0,35.6722297668457
2000-01-21,59.036041259765625,56.69357681274414,58.591270446777344,57.93893814086914,3664000.0,34.6309814453125
2000-01-24,60.01454162597656,57.31625747680664,58.82848358154297,59.92558670043945,2639600.0,35.818424224853516
2000-01-25,60.07384490966797,56.81218338012695,59.92558670043945,57.90928649902344,2975800.0,34.61327362060547
2000-01-26,59.036041259765625,56.69357681274414,57.879634857177734,57.52381896972656,2580300.0,34.38285446166992
2000-01-27,59.06569290161133,55.9819450378418,58.354061126708984,56.486019134521484,3089300.0,33.76255416870117
2000-01-28,56.66392517089844,54.23250961303711,56.574974060058594,54.440067291259766,3281200.0,32.5396614074707
2000-01-31,55.3592643737793,53.78773498535156,54.55867385864258,55.27030944824219,2186000.0,33.03589630126953
2000-02-01,57.256954193115234,54.91448974609375,55.151702880859375,56.87148666381836,2265800.0,33.992950439453125
2000-02-02,56.69357681274414,53.75808334350586,56.45636749267578,54.617977142333984,2853900.0,32.645992279052734
2000-02-03,55.03309631347656,53.75808334350586,54.855186462402344,54.55867385864258,2287600.0,32.61054611206055
2000-02-04,55.09239959716797,52.898193359375,55.03309631347656,53.22435760498047,1822300.0,31.81300163269043
2000-02-07,53.728431701660156,52.60167694091797,53.60982894897461,52.898193359375,2215300.0,31.61804962158203
2000-02-08,53.84703826904297,52.54237365722656,53.84703826904297,52.9278450012207,1770700.0,31.63576889038086
2000-02-09,53.580177307128906,51.23771286010742,53.13540267944336,51.38596725463867,2501300.0,30.71415901184082
2000-02-10,51.593528747558594,50.11095428466797,51.504573822021484,50.259212493896484,2352900.0,30.040693283081055
2000-02-11,51.11910629272461,49.34001922607422,50.19990921020508,50.170257568359375,2152400.0,29.98752784729004
2000-02-14,51.23771286010742,49.102806091308594,50.05165100097656,50.19990921020508,3123300.0,30.005245208740234
2000-02-15,52.15690612792969,50.05165100097656,50.259212493896484,51.6824836730957,3978400.0,30.891407012939453
2000-02-16,51.949344635009766,50.58538055419922,51.65283203125,50.881893157958984,1846800.0,30.412874221801758
2000-02-17,51.593528747558594,50.170257568359375,51.23771286010742,51.089454650878906,1702200.0,30.536935806274414
2000-02-18,51.089454650878906,48.86559295654297,51.089454650878906,49.69583511352539,2098000.0,29.703954696655273
2000-02-22,54.58832550048828,49.69583511352539,49.69583511352539,54.1435546875,2638100.0,32.3624153137207
2000-02-23,54.084251403808594,52.18655776977539,53.66912841796875,52.54237365722656,2194000.0,31.40536117553711
2000-02-24,52.216209411621094,49.1324577331543,52.18655776977539,51.089454650878906,1744600.0,30.536935806274414
2000-02-25,51.089454650878906,49.8144416809082,51.089454650878906,50.19990921020508,1538600.0,30.005245208740234
2000-02-28,52.36446762084961,48.86559295654297,49.399322509765625,51.0301513671875,2441800.0,30.501493453979492
2000-02-29,51.949344635009766,49.7551383972168,51.0301513671875,51.47492218017578,1957700.0,30.76734161376953
2000-03-01,51.593528747558594,48.5690803527832,51.53422546386719,49.04350280761719,2018000.0,29.314050674438477
2000-03-02,48.62838363647461,46.78999328613281,48.391170501708984,47.20511245727539,2689500.0,28.2152042388916
2000-03-03,53.461570739746094,48.391170501708984,48.86559295654297,52.06795120239258,4051400.0,31.121810913085938
2000-03-06,52.8685417175293,48.5394287109375,52.54237365722656,49.42897415161133,2974100.0,29.54445457458496
2000-03-07,48.687686920166016,45.218467712402344,47.916748046875,45.54463195800781,4333000.0,27.22272491455078
2000-03-08,47.41267395019531,43.64693832397461,46.16731262207031,46.55278015136719,4716600.0,27.825288772583008
2000-03-09,46.13766098022461,44.595787048339844,45.30741882324219,45.485328674316406,2718400.0,27.187265396118164
2000-03-10,47.2644157409668,45.07020950317383,45.63358688354492,46.49347686767578,2065600.0,27.789852142333984
2000-03-13,48.03535461425781,45.09986114501953,45.15916442871094,47.3237190246582,2117200.0,28.28609275817871
2000-03-14,47.50162887573242,46.0190544128418,47.38302230834961,46.13766098022461,1959100.0,27.57719612121582
2000-03-15,50.52607727050781,46.374874114990234,46.374874114990234,50.52607727050781,3358500.0,30.200191497802734
2000-03-16,53.22435760498047,48.5097770690918,50.407470703125,53.105751037597656,4397300.0,31.74211311340332
2000-03-17,53.105751037597656,49.8144416809082,53.105751037597656,50.52607727050781,2913300.0,30.200191497802734
2000-03-20,52.18655776977539,50.52607727050781,51.23771286010742,51.23771286010742,1840100.0,30.625551223754883
2000-03-21,52.423770904541016,50.28886413574219,50.31851577758789,51.91969299316406,1826200.0,31.033178329467773
2000-03-22,51.91969299316406,49.547576904296875,51.91969299316406,49.66618347167969,1880100.0,29.68623161315918
2000-03-23,51.35631561279297,49.57722854614258,49.57722854614258,50.28886413574219,2202200.0,30.058420181274414
2000-03-24,52.2458610534668,49.8144416809082,50.28886413574219,51.415618896484375,2016100.0,30.73189926147461
2000-03-27,52.8685417175293,50.28886413574219,50.28886413574219,51.74178695678711,2250900.0,30.926843643188477
2000-03-28,54.084251403808594,51.38596725463867,51.38596725463867,51.47492218017578,2422900.0,30.76734161376953
2000-03-29,52.51272201538086,50.555728912353516,51.0598030090332,51.89004135131836,2024000.0,31.54867172241211
2000-03-30,56.27845764160156,51.74178695678711,51.83074188232422,55.27030944824219,3723400.0,33.603843688964844
